Hugtök: is,Val: is,Orðaflokkur: is,Kyn,Tala: is,Skilgreining: is,Skýring: is,Dæmi: is,Samheiti: is,Heimild: is,Sérsvið: is,Vísun/sjá einnig: is,Hugtak: en,Val: en,Skilgreining: en,Skýring: en,Dæmi: en,Samheiti: en,Heimild: en,Sérsvið: en,Vísun/sjá einnig: en,id
ofursía,,na,kvk,Eintala,,,,,,,,ultrafilter,,,,,,,,,3735
ofurveldi,,na,hk,Eintala,,,,,,,,ultra power,,,,,,,,,3736
"ofurvirðing, óarkimedísk virðing",,na,kvk,Eintala,,,,,,,"additive valuation, exponential valuation, valuation","non-archimedean valuation, ultrametric valuation",,,,,,,,,3737
ofurþéttipunktur,,na,kk,Eintala,,,,,,,,"condensation point, point of condensation",,,,,,,,,3738
og,,sam,,,,,,,,,conjunction,and,,,,,,,,,3739
og-tákn,,na,hk,Eintala,,,,,,,,conjunction sign,,,,,,,,,3740
ógegnvirkur,,ls,kk,Eintala,,,,,,,,non-transitive,,,,,,,,,3741
"ógegnvirkur, ekki gegnvirkur",,ls,kk,Eintala,,,,,,,,intransitive,,,,,,,,,3742
ögn,,na,kvk,Eintala,,,,,,,,particle,,,,,,,,,3743
ogun,,na,kvk,Eintala,,,,,,,,"conjunction, logical product",,,,,,,,,3744
"ogunarhluti, ogunarþáttur",,na,kk,Eintala,,,,,,,,"conjunct, partial conjunction",,,,,,,,,3745
óháð úrtaka,,na,kvk,Eintala,,,,,,,,independent sampling,,,,,,,,,3746
"óháðar frumsendur, óháðar frumsetningar",,na,kvk,Fleirtala,,,,,,,,independent axioms,,,,,,,,,3747
óháðar hendingar,,na,kvk,Fleirtala,,,,,,,,"independent random variables, independent variates",,,,,,,,,3748
óháðir atburðir,,na,kk,Fleirtala,,,,,,,,"independent events, stochastically independent events",,,,,,,,,3749
óháðir tveir og tveir,,,,,,,,,,,mutually independent,pairwise independent,,,,,,,,,3750
óháður,,ls,kk,Eintala,,,,,,,"algebraically independent, independent variable, linearly independent",independent,,,,,,,,,3751
óhæði,,na,hk,Eintala,,,,,,,,independence,,,,,,,,,3752
óhæðisönnun,,na,kvk,Eintala,,,,,,,,independence proof,,,,,,,,,3753
óhliðrað jöfnuhneppi,,na,hk,Eintala,,,,,,,,homogeneous system of equations,,,,,,,,,3754
óhliðraður,,ls,kk,Eintala,,,,,,,,(of a linear equation) homogeneous,,,,,,,,,3755
óhliðruð línuleg jafna,,na,kvk,Eintala,,,,,,,,homogeneous linear equation,,,,,,,,,3756
óhlutbundinn hyrnuklasi,,na,kk,Eintala,,,,,,,,abstract simplicial complex,,,,,,,,,3757
óhlutvera,,na,kvk,Eintala,,,,,,,,non-inclusion,,,,,,,,,3758
óhnýttur,,ls,kk,Eintala,,,,,,,,unknotted,,,,,,,,,3759
ójafn,,ls,kk,Eintala,,,,,,,odd,uneven,,,,,,,,,3760
"ójafn, ólíkur",,ls,kk,Eintala,,,,,,,,unequal,,,,,,,,,3761
ójafna,,na,kvk,Eintala,,,,,,,,inequality,,,,,,,,,3762
ójafnaðarmerki,,na,hk,Eintala,,,,,,,,not-equal sign,,,,,,,,,3763
"ójafnarma þríhyrningur, mishliða þríhyrningur",,na,kk,Eintala,,,,,,,,"scalene triangle, scalenous triangle",,,,,,,,,3764
ójafnhliða og skakkur samsíðungur,,na,kk,Eintala,,,,,,,,rhomboid,,,,,,,,,3765
ójöfnumerki,,na,hk,Eintala,,,,,,,,inequality sign,,,,,,,,,3766
"ójöfnumerki, ójöfnutákn",,na,hk,Eintala,,,,,,,,sign of inequality,,,,,,,,,3767
ójöfnuþvingun,,na,kvk,Eintala,,,,,,,,inequality constraint,,,,,,,,,3768
"ókleyfi, óþættanleiki, ókljúfanleiki",,na,,Eintala,,,,,,,,irreducibility,,,,,,,,,3769
ókleyft tilvik,,na,hk,Eintala,,,,,,,,"casus irreducibilis, irreducible case",,,,,,,,,3770
ókljúfanleg algebrulegt mengi,,na,hk,Eintala,,,,,,,,irreducible algebraic set,,,,,,,,,3771
ókvíslaður,,ls,kk,Eintala,,,,,,,,"non-ramified, unramified",,,,,,,,,3772
óleysanlegur,,ls,kk,Eintala,,,,,,,,"insoluble, irresoluble, unsolvable",,,,,,,,,3773
óleysanlegur,,ls,kk,Eintala,,,,,,,,non-solvable,,,,,,,,,3774
ólínuleg hneigð,,na,kvk,Eintala,,,,,,,,"curvilinear trend, non-linear trend",,,,,,,,,3775
ólínulegt aðhvarf,,na,hk,Eintala,,,,,,,,curvilinear regression,,,,,,,,,3776
ólínulegur,,ls,kk,Eintala,,,,,,,,non-linear,,,,,,,,,3777
ólínuleiki,,na,kk,Eintala,,,,,,,,non-linearity,,,,,,,,,3778
"ólokuð segð, ólokuð fullyrðing, ólokuð yrðing",,na,kvk,Eintala,,,,,,,"open formula, open statement",non-closed formula,,,,,,,,,3779
"ólotubundið ástand, lotulaust ástand",,na,hk,Eintala,,,,,,,,aperiodic state,,,,,,,,,3780
ólotubundinn,,ls,kk,Eintala,,,,,,,,non-recurrent,,,,,,,,,3781
"ólotubundinn, lotulaus",,ls,kk,Eintala,,,,,,,,non-periodic,,,,,,,,,3782
ómælanlegur,,ls,kk,Eintala,,,,,,,,non-measurable,,,,,,,,,3783
"ómagur, ekki magur",,ls,kk,Eintala,,,,,,,,non-meagre,,,,,,,,,3784
"ómagurt mengi, ómagurt hlutmengi",,ls,hk,Eintala,,,,,,,,"non-meagre set, non-meagre subset, set of the second category",,,,,,,,,3785
"ómarkverður, fánýtur, klénn",,ls,kk,Eintala,,,,,,,,trivial,,,,,,,,,3786
ómega-fullkominn,,ls,kk,Eintala,,,,,,,,omega-complete,,,,,,,,,3787
óminnkanleiki,,na,kk,Eintala,,,,,,,,minimality,,,,,,,,,3788
ómögulegur atburður,,na,kk,Eintala,,,,,,,,impossible event,,,,,,,,,3789
"öndverð aðferð, gagnstæð aðgerð",,na,kvk,Eintala,,,,,,,,opposite composition,,,,,,,,,3790
"öndverð grúpa, gagnstæð grúpa",,na,kvk,Eintala,,,,,,,,opposite group,,,,,,,,,3791
önnur afleiða,,na,kvk,Eintala,,,,,,,,second derivative,,,,,,,,,3792
opið bil,,na,hk,Eintala,,,,,,,,open interval,,,,,,,,,3793
opið hálfrúm,,na,hk,Eintala,,,,,,,,open half-space,,,,,,,,,3794
opið hlutrúm,,na,hk,Eintala,,,,,,,,open subspace,,,,,,,,,3795
"opið mengi, opið hlutmengi",,na,hk,Eintala,,,,,,,,"open set, open subset, region",,,,,,,,,3796
opin grennd,,na,kvk,Eintala,,,,,,,,open neighbourhood,,,,,,,,,3797
opin hringskífa,,na,kvk,Eintala,,,,,,,,open disk,,,,,,,,,3798
opin kúla,,na,kvk,Eintala,,,,,,,,open ball,,,,,,,,,3799
"opin segð, opin fullyrðing, opin yrðing",,na,kvk,Eintala,,,,,,,non-closed formula,"open formula, open statement",,,,,,,,,3800
opin vörpun,,na,kvk,Eintala,,,,,,,,open mapping,,,,,,,,,3801
opin þakning,,na,kvk,Eintala,,,,,,,,open covering,,,,,,,,,3802
opinleiki,,na,kk,Eintala,,,,,,,,openness,,,,,,,,,3803
opinn,,ls,kk,Eintala,,,,,,,,open,,,,,,,,,3804
opinn ferill,,na,kk,Eintala,,,,,,,,open curve,,,,,,,,,3805
opinn flötur,,na,kk,Eintala,,,,,,,,open surface,,,,,,,,,3806
opinn forgrunnur,,na,kk,Eintala,,,,,,,,open subbase,,,,,,,,,3807
opinn og lokaður,,,,,,,,,,,,clopen,,,,,,,,,3808
"ör, örvarleggur, stefndur leggur",,na,,Eintala,,,,,,,edge,"(of a directed graph) arc, diedge, directed edge",,,,,,,,,3809
"ör, píla",,na,kvk,Eintala,,,,,,,morphism,arrow,,,,,,,,,3810
"óráðið form, óákveðið form",,na,hk,Eintala,,,,,,,,indefinite form,,,,,,,,,3811
óráðið stærðtákn,,na,hk,Eintala,,,,,,,,indeterminate form,,,,,,,,,3812
óræðni,,na,kvk,Eintala,,,,,,,,irrationality,,,,,,,,,3813
óræður,,ls,kk,Eintala,,,,,,,,irrational,,,,,,,,,3814
"órásaður fléttingur, óhringaður fléttingur",,na,kk,Eintala,,,,,,,,acyclic complex,,,,,,,,,3815
"órásaður, óhringaður",,ls,kk,Eintala,,,,,,,,acyclic,,,,,,,,,3816
orð,,na,hk,Eintala,,,,,,,string,word,,,,,,,,,3817
orðalengd,,na,kvk,Eintala,,,,,,,,word length,,,,,,,,,3818
orðaverkefni,,na,hk,Eintala,,,,,,,,word problem,,,,,,,,,3819
óregluleg frumtala,,na,kvk,Eintala,,,,,,,,irregular prime,,,,,,,,,3820
óreglulegur,,ls,kk,Eintala,,,,,,,,irregular,,,,,,,,,3821
óreglulegur sérstöðupunktur,,na,kk,Eintala,,,,,,,inessential singular point,"(in differential equations) essential singular point, irregular singular point, irregular singularity",,,,,,,,,3822
óreiða,,na,kvk,Eintala,,,,,,,,entropy,,,,,,,,,3823
óreiknanlegur,,ls,kk,Eintala,,,,,,,,"incalculable, non-computable",,,,,,,,,3824
óreiknanleiki,,na,kk,Eintala,,,,,,,,"incalculability, non-computability",,,,,,,,,3825
örfærsla,,na,kvk,Eintala,,,,,,,,infinitesimal displacement,,,,,,,,,3826
örgrúpa,,na,kvk,Eintala,,,,,,,,trivial group,,,,,,,,,3827
órífkandi,,ls,,,,,,,,,,non-expansive,,,,,,,,,3828
óröðuð tvennd,,na,kvk,Eintala,,,,,,,,"non-ordered pair, pair, plain pair, unordered pair",,,,,,,,,3829
örsmæð,,na,kvk,Eintala,,,,,,,,infinitesimal,,,,,,,,,3830
örsmæða-,,pref,,,,,,,,,,infinitesimal,,,,,,,,,3831
örsmár,,ls,kk,Eintala,,,,,,,,infinitesimal,,,,,,,,,3832
örspönnuður,,na,kk,Eintala,,,,,,,,infinitesimal generator,,,,,,,,,3833
örvaelti,,na,hk,Eintala,,,,,,,,diagram chasing,,,,,,,,,3834
örvahringur,,na,kk,Eintala,,,,,,,,"(digraph or subdigraph of a certain kind) circuit, cycle, circuit graph, directed circuit graph",,,,,,,,,3835
"örvanet, stefnt net, áttað net",,na,hk,Eintala,,,,,,,,"digraph, directed graph, oriented graph",,,,,,,,,3836
örvarás,,na,kvk,Eintala,,,,,,,,"(closed arc sequence in a digraph) circuit, closed arc sequence, closed arc progression, cycle, directed circuit",,,,,,,,,3837
örvarit,,na,hk,Eintala,,,,,,,"commutative diagram, pull-back diagram, push-out diagram",diagram,,,,,,,,,3838
"örvasamanhangandi, örvasamhangandi",,ls,,,,,,,,,,(of a directed graph) arcwise connected,,,,,,,,,3839
öryggisbelti,,na,hk,Eintala,,,,,,,,confidence belt,,,,,,,,,3840
"öryggisbil, vikbil",,na,hk,Eintala,,,,,,,,confidence interval,,,,,,,,,3841
"öryggisbilsmat, bilsmat",,na,hk,Eintala,,,,,,,confidence estimate,"confidence interval estimate, interval estimate",,,,,,,,,3842
öryggislíkindi,,na,hk,Fleirtala,,,,,,,confidence level,confidence probability,,,,,,,,,3843
"öryggismark, vikmark",,na,hk,Eintala,,,,,,,,confidence limit,,,,,,,,,3844
öryggismat,,na,hk,Eintala,,,,,,,"confidence domain estimate, confidence interval estimate","confidence estimate, confidence estimation",,,,,,,,,3845
öryggismengi,,na,hk,Eintala,,,,,,,,confidence set,,,,,,,,,3846
öryggissporbaugur,,na,kk,Eintala,,,,,,,,confidence ellipse,,,,,,,,,3847
öryggissporvala,,na,kvk,Eintala,,,,,,,,confidence ellipsoid,,,,,,,,,3848
"öryggisstig, öryggi",,na,hk,Eintala,,,,,,,"confidence coefficient, confidence probability",confidence level,,,,,,,,,3849
öryggisstuðull,,na,kk,Eintala,,,,,,,confidence level,confidence coefficient,,,,,,,,,3850
öryggissvæði,,na,hk,Eintala,,,,,,,,confidence region,,,,,,,,,3851
öryggissvæðismat,,na,hk,Eintala,,,,,,,confidence estimate,confidence domain estimate,,,,,,,,,3852
"ós, svelgur",,na,kk,Eintala,,,,,,,,sink,,,,,,,,,3853
"ósamanhangandi, ósamhangandi",,ls,,,,,,,,,,"disconnected, unconnected",,,,,,,,,3854
ósambærilegur,,ls,kk,Eintala,,,,,,,,non-comparable,,,,,,,,,3855
ósamfelldni,,na,kvk,Eintala,,,,,,,,discontinuity,,,,,,,,,3856
ósamfelldni frá hægri,,na,kvk,Eintala,,,,,,,,discontinuity on the right,,,,,,,,,3857
ósamfelldni frá vinstri,,na,kvk,Eintala,,,,,,,,discontinuity on the left,,,,,,,,,3858
ósamfelldnipunktur,,na,kk,Eintala,,,,,,,,point of discontinuity,,,,,,,,,3859
ósamfelldur,,ls,kk,Eintala,,,,,,,,discontinuous,,,,,,,,,3860
ósamfelldur frá hægri,,ls,kk,Eintala,,,,,,,,discontinuous on the left,,,,,,,,,3861
ósamfelldur frá vinstri,,ls,kk,Eintala,,,,,,,,discontinuous on the right,,,,,,,,,3862
ósamfellt fall,,na,hk,Eintala,,,,,,,,discontinuous function,,,,,,,,,3863
ósamhverf dreifing,,na,kvk,Eintala,,,,,,,,asymmetric distribution,,,,,,,,,3864
ósamhverfur,,ls,kk,Eintala,,,,,,,antisymmetric,asymmetric,,,,,,,,,3865
ósamhverfur,,ls,kk,Eintala,,,,,,,,non-symmetric,,,,,,,,,3866
"ósamkvæmni, ósamrýmanleiki",,na,,Eintala,,,,,,,,"incompatibility, inconsistency",,,,,,,,,3867
ósamkvæmur metill,,na,kk,Eintala,,,,,,,,inconsistent estimator,,,,,,,,,3868
"ósamkvæmur, ósamrýmanlegur",,ls,kk,Eintala,,,,,,,,"incompatible, inconsistent",,,,,,,,,3869
ósamleifa,,ls,,,,,,,,,,(in algebra) incongruent,,,,,,,,,3870
ósamleitinn,,ls,kk,Eintala,,,,,,,,divergent,,,,,,,,,3871
ósamleitni,,na,kvk,Eintala,,,,,,,,"(of a sequence or series) divergence, divergency",,,,,,,,,3872
ósamleitnipunktur,,na,kk,Eintala,,,,,,,,point of divergence,,,,,,,,,3873
ósamlína,,ls,,,,,,,,,,non-collinear,,,,,,,,,3874
ósammælanlegur,,ls,kk,Eintala,,,,,,,,incommensurable,,,,,,,,,3875
ósammælanleiki,,na,kk,Eintala,,,,,,,,incommensurability,,,,,,,,,3876
"ósammiðja, hjámiðja",,na,kvk,Eintala,,,,,,,eccentric circle,eccentric,,,,,,,,,3877
ósampunkta,,ls,,,,,,,,,,non-concurrent,,,,,,,,,3878
ósamrýndur bútur,,na,kk,Eintala,,,,,,,conforming element,nonconforming element,,,,,,,,,3879
ósamsnið,,na,hk,Eintala,,,,,,,,"incongruence, non-congruence",,,,,,,,,3880
ósamsniða,,ls,,,,,,,,,,"(in geometry) incongruent, incongruous",,,,,,,,,3881
ósamsniða,,ls,,,,,,,,,,non-congruent,,,,,,,,,3882
"ósamþátta tveir og tveir, ósamþættir tveir og tveir",,,,,,,,,,,mutually prime,mutually coprime,,,,,,,,,3883
"ósamþátta, ósamþættur",,ls,kk,Eintala,,,,,,,,"coprime, mutually prime, relatively prime",,,,,,,,,3884
ósamþjappanlegur,,ls,kk,Eintala,,,,,,,,incompressible,,,,,,,,,3885
ósannanlegur,,ls,kk,Eintala,,,,,,,,unprovable,,,,,,,,,3886
ósannanleiki,,na,kk,Eintala,,,,,,,,unprovability,,,,,,,,,3887
ósanngjarn leikur,,na,kk,Eintala,,,,,,,fair game,unfair game,,,,,,,,,3888
"ósannindi, ósannleikur",,na,,,,,,,,,,falsehood,,,,,,,,,3889
ósannur,,ls,kk,Eintala,,,,,,,,FALSE,,,,,,,,,3890
"ósérstæður algebrulegur ferill, reglulegur algebrulegur ferill",,na,kk,Eintala,,,,,,,,"non-singular algebraic curve, regular algebraic curve",,,,,,,,,3891
"ósérstæður algebrulegur flötur, reglulegur algebrulegur flötur",,na,kk,Eintala,,,,,,,,"non-singular algebraic surface, regular algebraic surface",,,,,,,,,3892
"ósérstæður fágaður ferill, reglulegur fágaður ferill",,na,kk,Eintala,,,,,,,,"non-singular analytic curve, regular analytic curve",,,,,,,,,3893
"ósérstæður fágaður flötur, reglulegur fágaður flötur",,na,kk,Eintala,,,,,,,,"non-singular analytic surface, regular analytic surface",,,,,,,,,3894
"ósérstæður, reglulegur",,ls,kk,Fleirtala,,,,,,,regular curve,(of a curve) non-singular,,,,,,,,,3895
"ósérstæður, reglulegur",,ls,kk,Fleirtala,,,,,,,,(of an algebraic or analytic variety) non-singular,,,,,,,,,3896
"ósérstætt algebrulegt víðerni, reglulegt algebrulegt víðerni",,na,hk,Eintala,,,,,,,algebraic manifold,"non-singular algebraic variety, regular algebraic variety",,,,,,,,,3897
"ósérstætt fágað víðerni, reglulegt fágað víðerni",,na,hk,Eintala,,,,,,,analytic manifold,"non-singular analytic variety, regular analytic variety",,,,,,,,,3898
óskilgreindur,,ls,kk,Eintala,,,,,,,,undefined,,,,,,,,,3899
óskilvirkur,,ls,kk,Eintala,,,,,,,,inefficient,,,,,,,,,3900
óskilvirkur metill,,na,kk,Eintala,,,,,,,,inefficient estimator,,,,,,,,,3901
óskilyrt ójafna,,na,kvk,Eintala,,,,,,,,"absolute inequality, unconditional inequality",,,,,,,,,3902
óslembdur,,ls,kk,Eintala,,,,,,,,non-randomized,,,,,,,,,3903
óslembinn,,ls,kk,Eintala,,,,,,,,non-random,,,,,,,,,3904
ósléttanlegur,,ls,kk,Eintala,,,,,,,,non-planar,,,,,,,,,3905
"ósmækkanlegt spannmengi, ósmækkanlegt spannandi mengi, óminnkanlegt spannmengi, óminnkanlegt spannandi mengi",,na,hk,Eintala,,,,,,,,"irreducible generating set, minimal generating set, minimal set of generators, minimal system of generators",,,,,,,,,3906
óspegilvirkur,,ls,kk,Eintala,,,,,,,,non-reflexive,,,,,,,,,3907
óstækkanleiki,,na,kk,Eintala,,,,,,,,"maximality, maximal property",,,,,,,,,3908
"óstefnt net, óáttað net",,na,hk,Eintala,,,,,,,,"non-directed graph, non-oriented graph, undirected graph",,,,,,,,,3909
óstöðugleiki,,na,kk,Eintala,,,,,,,,instability,,,,,,,,,3910
óstöðugur,,ls,kk,Eintala,,,,,,,,unstable,,,,,,,,,3911
óstrjáll,,ls,kk,Eintala,,,,,,,,non-discrete,,,,,,,,,3912
óstyttanleg frymin þáttun,,na,kvk,Eintala,,,,,,,,irredundant primary decomposition,,,,,,,,,3913
"ósundurlægur, skaraður",,ls,kk,Eintala,,,,,,,,"non-disjoint, overlapping",,,,,,,,,3914
"ótakmarkað bil, óskorðað bil",,na,hk,Eintala,,,,,,,,unbounded interval,,,,,,,,,3915
"ótakmarkað fall, óskorðað fall",,na,hk,Eintala,,,,,,,,unbounded function,,,,,,,,,3916
"ótakmarkaður virki, óskorðaður virki",,na,kk,Eintala,,,,,,,,unbounded operator,,,,,,,,,3917
"ótakmarkaður, óskorðaður",,ls,kk,Eintala,,,,,,,,unbounded,,,,,,,,,3918
óteljanlegur,,ls,kk,Eintala,,,,,,,,"non-denumerable, non-enumerable, uncountable",,,,,,,,,3919
ótenginn,,ls,kk,Eintala,,,,,,,,non-associative,,,,,,,,,3920
ótiltekið stak,,na,hk,Eintala,,,,,,,typical element,arbitrary element,,,,,,,,,3921
ótiltekinn,,ls,kk,Eintala,,,,,,,,indeterminate,,,,,,,,,3922
"ótiltekinn, hver sem er",,,,,,,,,,,,arbitrary,,,,,,,,,3923
"ótvíræð lausn, ótvírætt ákvörðuð lausn",,na,kvk,Eintala,,,,,,,,unique solution,,,,,,,,,3924
ótvíræð skilgreining,,na,kvk,Eintala,,,,,,,,unambiguous definition,,,,,,,,,3925
ótvíræð þáttun,,na,kvk,Eintala,,,,,,,,unique factorization,,,,,,,,,3926
"ótvíræðni, einræðni",,na,kvk,Eintala,,,,,,,,"unicity, uniqueness",,,,,,,,,3927
"ótvíræðnifrumsenda, ótvíræðnifrumsetning",,na,kvk,Eintala,,,,,,,,uniqueness axiom,,,,,,,,,3928
ótvíræðnisetning,,na,kvk,Eintala,,,,,,,,uniqueness theorem,,,,,,,,,3929
ótvíræðniskilyrði,,na,hk,Eintala,,,,,,,,uniqueness condition,,,,,,,,,3930
"ótvíræður, einræður",,ls,kk,Eintala,,,,,,,,unique,,,,,,,,,3931
ótvírætt ákvarðaður,,ls,kk,Eintala,,,,,,,,uniquely determined,,,,,,,,,3932
óumhverfanlegur,,ls,kk,Eintala,,,,,,,,non-invertible,,,,,,,,,3933
óuppbyggjandi,,ls,,,,,,,,,,non-constructive,,,,,,,,,3934
óuppbyggjandi tilvistarsönnun,,na,kvk,Eintala,,,,,,,,non-constructive existence proof,,,,,,,,,3935
"óúrkynjaður, ósérstæður",,ls,kk,Eintala,,,,,,,,"non-degenerate, non-singular",,,,,,,,,3936
"óúrskurðanleg fullyrðing, óúrskurðanleg yrðing",,na,kvk,Eintala,,,,,,,,undecidable proposition,,,,,,,,,3937
óúrskurðanleg kenning,,na,kvk,Eintala,,,,,,,,undecidable theory,,,,,,,,,3938
óúrskurðanlegur,,ls,kk,Eintala,,,,,,,,undecidable,,,,,,,,,3939
óúrskurðanleikasetning,,na,kvk,Eintala,,,,,,,,undecidability theorem,,,,,,,,,3940
óúrskurðanleiki,,na,kk,Eintala,,,,,,,,undecidability,,,,,,,,,3941
"óvanaleg stærðfræðigreining, óvanaleg greining",,na,kvk,Eintala,,,,,,,infinitesimal calculus,non-standard analysis,,,,,,,,,3942
óvanaleg tala,,na,kvk,Eintala,,,,,,,,non-standard number,,,,,,,,,3943
óvanalegur,,ls,kk,Eintala,,,,,,,,non-standard,,,,,,,,,3944
óverulegur,,ls,kk,Eintala,,,,,,,,inessential,,,,,,,,,3945
óverulegur sérstöðupunktur,,na,kk,Eintala,,,,,,,,"(in complex analysis) inessential singularity, inessential singular point, regular singular point, regular singularity",,,,,,,,,3946
"óverulegur, hverfandi",,ls,,,,,,,,,,negligible,,,,,,,,,3947
óveruritháttur,,na,kk,Eintala,,,,,,,"Landau order symbol, ordo-symbol",\(o\)-notation,,,,,,,,,3948
óviðkennd tala,,na,kvk,Eintala,,,,,,,,"abstract number, unnamed number",,,,,,,,,3949
óviðkomandi rót,,na,kvk,Eintala,,,,,,,,extraneous root,,,,,,,,,3950
óvissa,,na,kvk,Eintala,,,,,,,,uncertainty,,,,,,,,,3951
óvíxlanlegur,,ls,kk,Eintala,,,,,,,,"non-commuting, non-interchangeable, non-permutable",,,,,,,,,3952
óvíxlinn,,ls,kk,Eintala,,,,,,,non-abelian,non-commutative,,,,,,,,,3953
"óvíxlinn, óabelskur",,ls,kk,Eintala,,,,,,,non-commutative,(of a group) non-abelian,,,,,,,,,3954
óþættanleg margliða,,na,kvk,Eintala,,,,,,,,irreducible polynomial,,,,,,,,,3955
óþættanleg Markov-keðja,,na,kvk,Eintala,,,,,,,,irreducible Markov chain,,,,,,,,,3956
"óþættanlegur, ókljúfanlegur, ókleyfur",,ls,kk,Eintala,,,,,,,,indecomposible,,,,,,,,,3957
"óþættanlegur, ókljúfanlegur, ókleyfur",,ls,kk,Eintala,,,,,,,,"irreducible, non-decomposible",,,,,,,,,3958
"óþættanleiki, ókljúfanleiki, ókleyfi",,na,,Eintala,,,,,,,,indecomposability,,,,,,,,,3959
óþekkt stærð,,na,kvk,Eintala,,,,,,,,"unknown, unknown quantity",,,,,,,,,3960
óþekktur,,ls,kk,Eintala,,,,,,,,unknown,,,,,,,,,3961
óþjappaður,,ls,kk,Eintala,,,,,,,,non-compact,,,,,,,,,3962
"óþörf frumsenda, óþörf frumsetning",,na,kvk,Eintala,,,,,,,,redundant axiom,,,,,,,,,3963
"Papposar-, pappeskur",,,,,,,,,,,,Pappian,,,,,,,,,3964
Papposarregla,,na,kvk,Eintala,,,,,,,,Pappus's rule,,,,,,,,,3965
"Papposarsetning, setning Papposar",,na,kvk,Eintala,,,,,,,,Pappus's theorem,,,,,,,,,3966
"Papposarslétta, pappesk slétta",,na,kvk,Eintala,,,,,,,,Pappian plane,,,,,,,,,3967
paraður samanburður,,na,kk,Eintala,,,,,,,,paired comparison,,,,,,,,,3968
"Pascal-þríhyrningur, þríhyrningur Pascals",,na,kk,Eintala,,,,,,,,Pascal's triangle,,,,,,,,,3969
Peano-ferill,,na,kk,Eintala,,,,,,,,Peano curve,,,,,,,,,3970
"Peano-talnafræði, Peano-reikningur",,na,,Eintala,,,,,,,,Peano arithmetic,,,,,,,,,3971
Pfaff-ákveða,,na,kvk,Eintala,,,,,,,,pfaffian,,,,,,,,,3972
Pfaff-ferill,,na,kk,Eintala,,,,,,,,pfaffian,,,,,,,,,3973
"Pfaff-form, \(1\)-deildaform, \(1\)-diffurform",,na,hk,Eintala,,Einnig ritað með upphafsstaf: {\it Pfaffian},,,,,,"pfaffian, pfaffian form",,,,,,,,,3974
"Phragmén-Lindelöf-fall, vísifall",,na,hk,Eintala,,,,,,,,"indicator function, Phragmén-Lindelöf function",,,,,,,,,3975
pí (\(\pi\)),,na,hk,Eintala,,,,,,,,pi (\(\pi\)),,,,,,,,,3976
"Picard-setningin meiri, stóra Picard-setningin",,na,kvk,Eintala,,,,,,,little Picard theorem,great Picard theorem,,,,,,,,,3977
"Picard-setningin minni, litla Picard-setningin",,na,kvk,Eintala,,,,,,,great Picard theorem,little Picard theorem,,,,,,,,,3978
platónskt net,,na,hk,Eintala,,,,,,,,platonic graph,,,,,,,,,3979
platónskur,,ls,kk,Eintala,,Einnig ritað með upphafsstaf: {\it Platonic},,,,,,platonic,,,,,,,,,3980
"plús, plúsmerki, samlagningarmerki",,na,,Eintala,,,,,,,summation sign,"addition sign, plus, plus sign, sign of addition",,,,,,,,,3981
"plúsformerki, jákvætt formerki",,na,hk,Eintala,,,,,,,,"plus, plus sign, positive sign",,,,,,,,,3982
Poisson-dreifing,,na,kvk,Eintala,,,,,,,,Poisson distribution,,,,,,,,,3983
Poisson-ferli,,na,hk,Eintala,,,,,,,,Poisson process,,,,,,,,,3984
pólskt rúm,,na,hk,Eintala,,,,,,,,Polish space,,,,,,,,,3985
próf,,na,hk,Eintala,,,,,,,,criterion,,,,,,,,,3986
próf,,na,hk,Eintala,,,,,,,,test,,,,,,,,,3987
prófhending,,na,kvk,Eintala,,,,,,,,"critical function, test function",,,,,,,,,3988
prófunarfall,,na,hk,Eintala,,,,,,,,(in analysis) test function,,,,,,,,,3989
"prósent, hundraðshluti, hundraðstala",,na,,Eintala,,,,,,,,percent,,,,,,,,,3990
prósenta,,na,kvk,Eintala,,,,,,,,percentage,,,,,,,,,3991
prósentureikningur,,na,kk,Eintala,,,,,,,,percentage calculation,,,,,,,,,3992
"prósentustöplarit, hlutfallsstöplarit",,na,hk,Eintala,,,,,,,,band chart,,,,,,,,,3993
punktað mengi,,na,hk,Eintala,,,,,,,,pointed set,,,,,,,,,3994
punktað rúm,,na,hk,Eintala,,,,,,,,pointed space,,,,,,,,,3995
"punktamengi, mengi",,na,hk,Eintala,,,,,,,set,point set,,,,,,,,,3996
"punktaröð, punktavöndur",,na,kvk,Eintala,,,,,,,,"point range, range of points",,,,,,,,,3997
punktferli,,na,hk,Eintala,,,,,,,,point process,,,,,,,,,3998
"punktmat, stakt mat",,na,hk,Eintala,,,,,,,,point estimate,,,,,,,,,3999
punktur sem er ekki hvarfpunktur,,na,kk,Eintala,,,,,,,critical point,non-critical point,,,,,,,,,4000
