Hugtök: is,Val: is,Orðaflokkur: is,Kyn,Tala: is,Skilgreining: is,Skýring: is,Dæmi: is,Samheiti: is,Heimild: is,Sérsvið: is,Vísun/sjá einnig: is,Hugtak: en,Val: en,Skilgreining: en,Skýring: en,Dæmi: en,Samheiti: en,Heimild: en,Sérsvið: en,Vísun/sjá einnig: en,id
hjólferill,,na,kk,Eintala,,,,,,,,"common cycloid, cycloid",,,,,,,,,2024
hjólflatarhnútur,,na,kk,Eintala,,,,,,,,torus knot,,,,,,,,,2025
"hjólflötungur, hjólþykkvi",,na,kk,Eintala,,,,,,,,"solid torus, tore, torus",,,,,,,,,2026
"hjólflötur, hringfeldi",,na,,Eintala,,,,,,,,"anchor ring, ring surface, torus",,,,,,,,,2027
hjúfrun,,na,kvk,Eintala,,,,,,,,osculation,,,,,,,,,2028
hjúfur-,,pref,,,,,,,,,,osculating,,,,,,,,,2029
"hjúfurhringur, krappahringur, sveigjuhringur",,na,kk,Eintala,,,,,,,,"circle of curvature, osculating circle",,,,,,,,,2030
"hjúfurhvel, krappahvel, sveigjuhvel, hjúfurkúla, krappakúla, sveigjukúla",,na,,Eintala,,,,,,,,"osculating sphere, sphere of curvature",,,,,,,,,2031
hjúfurslétta,,na,kvk,Eintala,,,,,,,,osculating plane,,,,,,,,,2032
hjúfursnertill,,na,kk,Eintala,,,,,,,,osculating tangent,,,,,,,,,2033
hjúpferill,,na,kk,Eintala,,,,,,,,"envelope, enveloping curve",,,,,,,,,2034
hjúpflötur,,na,kk,Eintala,,,,,,,,"envelope, enveloping surface",,,,,,,,,2035
hjúpur,,na,kk,Eintala,,,,,,,,envelope,,,,,,,,,2036
hjúpur,,na,kk,Eintala,,,,,,,"closed hull, closed convex hull, convex hull",hull,,,,,,,,,2037
hlaupakommureikningur,,na,kk,Eintala,,,,,,,,floating point arithmetic,,,,,,,,,2038
hlaupandi meðaltal,,na,hk,Eintala,,,,,,,,"consecutive mean, moving average, running mean, sliding average",,,,,,,,,2039
"hlaupandi, breytilegur",,ls,kk,Eintala,,,,,,,variable,running,,,,,,,,,2040
"hlaupavísir, breytilegur vísir",,na,kk,Eintala,,,,,,,,"running index, variable index",,,,,,,,,2041
hleðsla,,na,kvk,Eintala,,,,,,,,charge,,,,,,,,,2042
"hlekking, hlekkjafesti, festi",,na,,Eintala,,,,,,,,link,,,,,,,,,2043
"hlekkjaður, samhlekkjaður, samslunginn",,ls,kk,Eintala,,,,,,,,"interlaced, linked, intertwined",,,,,,,,,2044
hlekkjunartala,,na,kvk,Eintala,,,,,,,,"linking number, looping coefficient",,,,,,,,,2045
hlekkur,,na,kk,Eintala,,,,,,,,link,,,,,,,,,2046
hlið,,na,kvk,Eintala,,,,,,,,"(of an equation) member, side",,,,,,,,,2047
"hlið, hliðarlína, hliðarstrik",,na,,Eintala,,,,,,,,(of a polygon) side,,,,,,,,,2048
hliðarhorn,,na,hk,Eintala,,,,,,,,face angle,,,,,,,,,2049
"hliðarsetning, samantekt",,na,kvk,Eintala,,,,,,,,scholium,,,,,,,,,2050
hliðarvirki,,na,kk,Eintala,,,,,,,,face operator,,,,,,,,,2051
hliðhjólferill,,na,kk,Eintala,,,,,,,,paracycloid,,,,,,,,,2052
hliðraður,,ls,kk,Eintala,,,,,,,,"(of linear systems) inhomogeneous, non-homogeneous",,,,,,,,,2053
hliðranagrúpa,,na,kvk,Eintala,,,,,,,,"group of translations, translation group",,,,,,,,,2054
"hliðruð línuleg deildajafna, hliðruð línuleg diffurjafna",,na,kvk,Eintala,,,,,,,,"inhomogeneous linear differential equation, non-homogeneous linear differential equation",,,,,,,,,2055
hliðrun,,na,kvk,Eintala,,,,,,,,"parallel displacement, translation",,,,,,,,,2056
"hliðrun til hægri, hægri hliðrun",,na,kvk,Eintala,,,,,,,,right translation,,,,,,,,,2057
"hliðrun til vinstri, vinstri hliðrun",,na,kvk,Eintala,,,,,,,,left translation,,,,,,,,,2058
hlutafleiða,,na,kvk,Eintala,,,,,,,partial differential coefficient,partial derivative,,,,,,,,,2059
hlutafleiða (í punkti),,na,kvk,Eintala,,,,,,,partial derivative,partial differential coefficient,,,,,,,,,2060
hlutafleiðujafna,,na,kvk,Eintala,,,,,,,,partial differential equation,,,,,,,,,2061
hlutafleiðuvirki,,na,kk,Eintala,,,,,,,,partial differential operator,,,,,,,,,2062
hlutákveða,,na,kvk,Eintala,,,,,,,,"minor, minor determinant, subdeterminant",,,,,,,,,2063
hlutalgebra,,na,kvk,Eintala,,,,,,,,subalgebra,,,,,,,,,2064
hlutbaugur,,na,kk,Eintala,,,,,,,,subring,,,,,,,,,2065
hlutbil,,na,hk,Eintala,,,,,,,,subinterval,,,,,,,,,2066
hlutbrot,,na,hk,Eintala,,,,,,,,partial quotient,,,,,,,,,2067
"hlutdeildanlegur, hlutdiffranlegur",,ls,kk,Eintala,,,,,,,,partially differentiable,,,,,,,,,2068
"hlutdeildun, hlutdiffrun",,na,kvk,Eintala,,,,,,,,partial differentiation,,,,,,,,,2069
hluteinsfirðun,,na,kvk,Eintala,,,,,,,,partial isometry,,,,,,,,,2070
hluteinungur,,na,kk,Eintala,,,,,,,,submonoid,,,,,,,,,2071
hlutfall,,na,hk,Eintala,,,,,,,"fraction, quotient",ratio,,,,,,,,,2072
hlutfallajafna,,na,kvk,Eintala,,,,,,,,proportion,,,,,,,,,2073
hlutfallsleg skekkja,,na,kvk,Eintala,,,,,,,,relative error,,,,,,,,,2074
hlutfallsleg tíðni,,na,kvk,Eintala,,,,,,,,"class frequency, relative frequency",,,,,,,,,2075
hlutfallslegt tíðnifall,,na,hk,Eintala,,,,,,,"cumulative relative frequency function, probability density function",relative frequency function,,,,,,,,,2076
hlutfallslegur vöxtur,,na,kk,Eintala,,,,,,,,relative growth,,,,,,,,,2077
hlutfallspróf,,na,hk,Eintala,,,,,,,,ratio test,,,,,,,,,2078
"hlutfallsstuðull, hlutfallsþáttur",,na,kk,Eintala,,,,,,,,factor of proportionality,,,,,,,,,2079
"hlutfallstala, hlutfallsþáttur",,na,,Eintala,,,,,,,,constant of proportionality,,,,,,,,,2080
hlutfjölskylda,,na,kvk,Eintala,,,,,,,,subfamily,,,,,,,,,2081
hlutflokkur,,na,kk,Eintala,,,,,,,,subclass,,,,,,,,,2082
hlutfylgni,,na,kvk,Eintala,,,,,,,,partial correlation,,,,,,,,,2083
hlutfylgnistuðull,,na,kk,Eintala,,,,,,,,partial correlation coefficient,,,,,,,,,2084
hlutfylki,,na,hk,Eintala,,,,,,,,"minor array, partial matrix, submatrix",,,,,,,,,2085
hlutgrind,,na,kvk,Eintala,,,,,,,,sublattice,,,,,,,,,2086
hlutgrúpa,,na,kvk,Eintala,,,,,,,,subgroup,,,,,,,,,2087
"hlutheildun, hluttegrun",,na,kvk,Eintala,,,,,,,,"integration by parts, partial integration",,,,,,,,,2088
"hluti, partur",,na,kk,Eintala,,,,,,,,part,,,,,,,,,2089
hlutíðal,,na,hk,Eintala,,,,,,,,subideal,,,,,,,,,2090
hlutkenning,,na,kvk,Eintala,,,,,,,,subtheory,,,,,,,,,2091
hlutkerfi,,na,hk,Eintala,,,,,,,,subsystem,,,,,,,,,2092
hlutlaus,,ls,,Eintala,,,,,,,,neutral,,,,,,,,,2093
hlutlaus rúmfræði,,na,kvk,Eintala,,,,,,,,"absolute geometry, neutral geometry",,,,,,,,,2094
hlutleysuþáttur,,na,kk,Eintala,,,,,,,,identity component,,,,,,,,,2095
hlutlíkan,,na,hk,Eintala,,,,,,,,submodel,,,,,,,,,2096
"hlutmargfeldi, margfeldisstúfur",,na,,Eintala,,,,,,,,partial product,,,,,,,,,2097
hlutmengi,,na,hk,Eintala,,,,,,,,"part, subset",,,,,,,,,2098
hlutmismunajafna,,na,kvk,Eintala,,,,,,,,partial difference equation,,,,,,,,,2099
hlutmismunur,,na,kk,Eintala,,,,,,,,partial difference,,,,,,,,,2100
hlutmótull,,na,kk,Eintala,,,,,,,,submodule,,,,,,,,,2101
hlutmynstur,,na,hk,Eintala,,,,,,,,substructure,,,,,,,,,2102
hlutnefnari,,na,kk,Eintala,,,,,,,,partial denominator,,,,,,,,,2103
hlutnet,,na,hk,Eintala,,,,,,,,"partial graph, subgraph",,,,,,,,,2104
hlutnet,,na,hk,Eintala,,,,,,,,subnet,,,,,,,,,2105
"hlutniðurstaða, hlutútkoma",,na,kvk,Eintala,,,,,,,,partial result,,,,,,,,,2106
hlutorð,,na,hk,Eintala,,,,,,,,subword,,,,,,,,,2107
hlutrakinn,,na,kk,Eintala,,,,,,,,partially recursive,,,,,,,,,2108
hlutreiknanlegur,,ls,kk,Eintala,,,,,,,,partially computable,,,,,,,,,2109
hlutríki,,na,hk,Eintala,,,,,,,,subcategory,,,,,,,,,2110
hlutröð,,na,kvk,Eintala,,,,,,,,subseries,,,,,,,,,2111
hlutrúm,,na,hk,Eintala,,,,,,,,subspace,,,,,,,,,2112
hlutruna,,na,kvk,Eintala,,,,,,,,"partial sequence, subsequence",,,,,,,,,2113
"hlutskilgreind aðgerð, hlutskilgreind reikniaðgerð",,na,kvk,Eintala,,,,,,,,"partial algebraic operation, partial composition, partial operation",,,,,,,,,2114
hlutskilgreind vörpun,,na,kvk,Eintala,,,,,,,,partial mapping,,,,,,,,,2115
hlutskilgreint fall,,na,hk,Eintala,,,,,,,,"partial function, partially defined function",,,,,,,,,2116
"hlutskilgreint rakið fall, hlutrakið fall",,na,hk,Eintala,,,,,,,,"partially recursive function, partial recursive function",,,,,,,,,2117
"hlutsumma, summustúfur",,na,,Eintala,,,,,,,,partial sum,,,,,,,,,2118
hlutsvæði,,na,hk,Eintala,,,,,,,,subdomain,,,,,,,,,2119
hlutsvið,,na,hk,Eintala,,,,,,,,subfield,,,,,,,,,2120
hlutteljari,,na,kk,Eintala,,,,,,,,partial numerator,,,,,,,,,2121
hluttré,,na,hk,Eintala,,,,,,,,subtree,,,,,,,,,2122
"hlutur, gripur",,na,kk,Eintala,,,,,,,,object,,,,,,,,,2123
hlutúrtak,,na,hk,Eintala,,,,,,,,subsample,,,,,,,,,2124
"hlutvera, hlutmengisvensl",,na,,,,,,,,,,"(state or relation of being included) inclusion, inclusion relation, subset relation",,,,,,,,,2125
hlutverutákn,,na,hk,Eintala,,,,,,,,sign of inclusion,,,,,,,,,2126
hlutvíðátta,,na,kvk,Eintala,,,,,,,,submanifold,,,,,,,,,2127
hlutvíðerni,,na,hk,Eintala,,,,,,,,subvariety,,,,,,,,,2128
"hlutvigurrúm, línulegt hlutrúm",,na,hk,Eintala,,,,,,,,vector subspace,,,,,,,,,2129
hlutþakning,,na,kvk,Eintala,,,,,,,,subcovering,,,,,,,,,2130
hnappelda,,na,kvk,Eintala,,,,,,,,lemniscate,,,,,,,,,2131
"hneppishraði, hnapphraði",,na,kk,Eintala,,,,,,,,group velocity,,,,,,,,,2132
hnig,,na,hk,Eintala,,,,,,,,(in optimization) descent,,,,,,,,,2133
hnigaðferð,,na,kvk,Eintala,,,,,,,,"(in optimization) descent method, method of descent",,,,,,,,,2134
hnigaðferð mesta bratta,,na,kvk,Eintala,,,,,,,gradient method,"method of steepest descent, steepest descent method",,,,,,,,,2135
hnigskref,,na,hk,Eintala,,,,,,,,descent step,,,,,,,,,2136
hnik,,na,hk,Eintala,,,,,,,,(of a functional) variation,,,,,,,,,2137
hnikaafleiða,,na,kvk,Eintala,,,,,,,,variational derivative,,,,,,,,,2138
hnikajafna,,na,kvk,Eintala,,,,,,,,variational equation,,,,,,,,,2139
hnikalögmál,,na,hk,Eintala,,,,,,,,variational principle,,,,,,,,,2140
hnikareikningur,,na,kk,Eintala,,,,,,,,"calculus of variations, variational calculus",,,,,,,,,2141
hnikaverkefni,,na,hk,Eintala,,,,,,,,variational problem,,,,,,,,,2142
hnit,,na,hk,Eintala,,,,,,,"abscissa, affine coordinates, amplitude, angular coordinate, anomaly, azimuth, barycentric coordinates, cartesian coordinates, central coordinates, curvilinear coordinates, cylindrical coordinates, ellipsoidal coordinates, geodesic coordinates, homogeneous coordinates, inhomogeneous coordinates, local coordinate, normal coordinates, oblique coordinates, ordinate, orthogonal coordinates, orthonormal coordinates, parabolic coordinates, parallel coordinates, plane coordinates, polar angle, polar coordinates, projective coordinates, radius vector, rectangular coordinates, spatial coordinates, spherical coordinates, spherical polar coordinates, tetrahedral coordinates, triangular coordinates, trilinear coordinates",coordinate,,,,,,,,,2143
"hnit, stak, stuðull",,na,,Eintala,,,,,,,,(of an \(n\)-tuple) component,,,,,,,,,2144
hnitakerfi,,na,hk,Eintala,,,,,,,,"coordinate system, system of coordinates",,,,,,,,,2145
hnitapappír,,na,kk,Eintala,,,,,,,,graph paper,,,,,,,,,2146
"hnitarúmfræði, hnitafræði",,na,kvk,Eintala,,,,,,,,"(coordinate geometry) analytic geometry, analytical geometry, cartesian geometry, coordinate geometry",,,,,,,,,2147
"hnitás, hnitaás",,na,kk,Eintala,,,,,,,"axis, real axis",coordinate axis,,,,,,,,,2148
"hnitaskiptafylki, grunnskiptafylki",,na,hk,Eintala,,,,,,,,(in linear algebra) transition matrix,,,,,,,,,2149
hnitaskiptavörpun,,na,kvk,Eintala,,,,,,,,transition function,,,,,,,,,2150
"hnitaskipti, hnitafærsla",,na,,,,,,,,,,"change of coordinates, coordinate change, coordinate transformation, transformation of coordinates",,,,,,,,,2151
"hnitfall, hnitafall",,na,hk,Eintala,,,,,,,,coordinate function,,,,,,,,,2152
"hnitgrennd, hnitagrennd",,na,kvk,Eintala,,,,,,,,coordinate neighbourhood,,,,,,,,,2153
"hnitrúm, hnitarúm",,na,hk,Eintala,,,,,,,cartesian space,coordinate space,,,,,,,,,2154
"hnitslétta, hnitaslétta",,na,kvk,Eintala,,,,,,,cartesian plane,coordinate plane,,,,,,,,,2155
"hnöttóttur, kúlulaga",,ls,kk,Eintala,,,,,,,,spherical,,,,,,,,,2156
hnútafræði,,na,kck,Eintala,,,,,,,,knot theory,,,,,,,,,2157
hnútalitun,,na,kvk,Eintala,,,,,,,,vertex colouration,,,,,,,,,2158
hnútamengi,,na,hk,Eintala,,,,,,,,vertex set,,,,,,,,,2159
hnútflötur,,na,kk,Eintala,,,,,,,,nodoid,,,,,,,,,2160
hnútgrúpa,,na,kvk,Eintala,,,,,,,,knot group,,,,,,,,,2161
"hnútsnet, örnet",,na,hk,Eintala,,,,,,,,trivial graph,,,,,,,,,2162
hnútur,,na,kk,Eintala,,,,,,,,knot,,,,,,,,,2163
"hnútur, gálma",,na,,Eintala,,,,,,,,(of a differiental equation) node,,,,,,,,,2164
"hnútur, punktur",,na,kk,Eintala,,,,,,,,"(of a graph) node, vertex",,,,,,,,,2165
hnýttur,,ls,kk,Eintala,,,,,,,,knotted,,,,,,,,,2166
"höfnun, frávísun",,na,kvk,Eintala,,,,,,,,rejection,,,,,,,,,2167
"höfnunarfall, styrkleikafall, styrkfall",,na,hk,Eintala,,,,,,,,(in statistics) power function,,,,,,,,,2168
höfnunarhætta,,na,kvk,Eintala,,,,,,,beta-risk,"alpha-risk, risk of the first kind, type I error probability, type I risk",,,,,,,,,2169
"höfnunarlíkindi, frávísunarlíkindi",,na,hk,Fleirtala,,,,,,,,"critical probability, critical level",,,,,,,,,2170
"höfnunarlíkindi, frávísunarlíkindi",,na,hk,Fleirtala,,,,,,,,rejection probability,,,,,,,,,2171
"höfnunarlína, frávísunarlína",,na,kvk,Eintala,,,,,,,,rejection line,,,,,,,,,2172
"höfnunarmark, frávísunarmark",,na,hk,Eintala,,,,,,,,"(in statistics) critical value, rejection boundary, rejection limit, significance point",,,,,,,,,2173
höfnunarmistök,,na,hk,Fleirtala,,,,,,,beta-error,"alpha-error, error of the first kind, type I error",,,,,,,,,2174
"höfnunarsvæði, frávísunarsvæði",,na,hk,Eintala,,,,,,,,critical region,,,,,,,,,2175
"höfuðásaaðferð, meginásaaðferð",,na,kvk,Eintala,,,,,,,,method of principal axes,,,,,,,,,2176
höfuðdeilir,,na,kk,Eintala,,,,,,,,principal divisor,,,,,,,,,2177
"höfuðgildi, megingildi",,na,hk,Eintala,,,,,,,,"Cauchy principal value, main value, principal value",,,,,,,,,2178
"höfuðgrein, megingrein",,na,kvk,Eintala,,,,,,,,main branch,,,,,,,,,2179
höfuðhlutákveða,,na,kvk,Eintala,,,,,,,,principal minor,,,,,,,,,2180
höfuðhluti,,na,kk,Eintala,,,,,,,,"meromorphic part, principal part, singular part",,,,,,,,,2181
höfuðíðal,,na,hk,Eintala,,,,,,,,principal ideal,,,,,,,,,2182
höfuðíðalbaugur,,na,kk,Eintala,,,,,,,,"principal ideal domain, principal ideal ring",,,,,,,,,2183
höfuðíðalsetning,,na,kvk,Eintala,,,,,,,,principal ideal theorem,,,,,,,,,2184
"höfuðkrappageisli, meginkrappageisli, höfuðsveigjugeisli, meginsveigjugeisli",,na,kk,Eintala,,,,,,,,"principal radius of curvature, radius of principal curvature",,,,,,,,,2185
"höfuðkrappamiðja, krappamiðja, sveigjumiðja",,na,kvk,Eintala,,,,,,,,centre of principal curvature,,,,,,,,,2186
"höfuðkrappi, meginkrappi, höfuðsveigja, meginsveigja",,na,,Eintala,,,,,,,,principal curvature,,,,,,,,,2187
höfuðlausn,,na,kvk,Eintala,,,,,,,,principal solution,,,,,,,,,2188
"höfuðsnertill, meginsnertill",,na,kk,Eintala,,,,,,,,principal tangent,,,,,,,,,2189
höfuðstóll,,na,kk,Eintala,,,,,,,,principal,,,,,,,,,2190
höfuðturn,,na,kk,Eintala,,,,,,,,"chief series, principal series",,,,,,,,,2191
hófur,,na,kk,Eintala,,,,,,,,ungula,,,,,,,,,2192
höggbylgja,,na,kvk,Eintala,,,,,,,,shock wave,,,,,,,,,2193
högun,,na,kvk,Eintala,,,,,,,,design,,,,,,,,,2194
hóptíðni,,na,kvk,Eintala,,,,,,,,group frequency,,,,,,,,,2195
hópur,,na,kk,Eintala,,,,,,,,(generally) group,,,,,,,,,2196
"hópþáttur, flokksþáttur",,na,kk,Eintala,,,,,,,,group factor,,,,,,,,,2197
horn,,na,hk,Eintala,,,,,,,"adjacent angles, adjacent supplementary angles, alternate angles, alternate-exterior angles, alternate-interior angles, apex angle, apical angle, base angle, central angle, complementary angle, concave angle, conjugate angle, corresponding angles, degree of angle, described angle, dihedral angle, directed angle, direction angle, distortion angle, eccentric angle, edge angle, escribed angle, explement, explementary angle, exterior alternate angles, exterior angle, exterior opposite angles, exterior-interior angles, external angle, face angle, flat angle, full angle, full solid angle, included angle, inscribed angle, interior alternate angles, interior angle, mark off angles, measure of angle, minute of angle, oblique angle, obtuse angle, opposite angle, opposite angles, oriented angle, parallel angle, perigon, polar angle, polyhedral angle, preservation of angles, radian measure, reentrant angle, related angle, right angle, rotation angle, round angle, salient angle, second of angle, sector angle, slope angle, solid angle, spherical angle, straight angle, supplement, supplemental angle, supplementary angle, tetrahedral angle, vertex angle, vertical angles",angle,,,,,,,,,2198
"horn, stefnuhorn, áttarhorn, horngildi",,na,hk,Eintala,,,,,,,,"(of a complex number) amplitude, argument",,,,,,,,,2199
"horn, stefnuhorn, áttarhorn, hornhnit",,na,hk,Eintala,,,,,,,,"(in polar coordinates) amplitude, angular coordinate, anomaly, azimuth, polar angle",,,,,,,,,2200
"horna-, hornafræði-",,pref,,,,,,,,,,"trigonometric, trigonometrical",,,,,,,,,2201
hornafall,,na,hk,Eintala,,,,,,,,"circular function, trigonometric function",,,,,,,,,2202
hornafallamargliða,,na,kvk,Eintala,,,,,,,,trigonometric polynomial,,,,,,,,,2203
hornafallaröð,,na,kvk,Eintala,,,,,,,Fourier series,trigonometric series,,,,,,,,,2204
hornafleiða,,na,kvk,Eintala,,,,,,,,angular derivative,,,,,,,,,2205
hornafræði,,na,kvk,Eintala,,,,,,,,trigonometry,,,,,,,,,2206
hornalína,,na,kvk,Eintala,,,,,,,,diagonal,,,,,,,,,2207
hornalínu-reitafylki,,na,hk,Eintala,,,,,,,,block diagonal matrix,,,,,,,,,2208
hornalínuaðferð,,na,kvk,Eintala,,,,,,,Cantor's diagonal  method,"diagonal method, diagonal procedure, diagonal process",,,,,,,,,2209
hornalínuaðferð Cantors,,na,kvk,Eintala,,,,,,,diagonal method,Cantor's diagonal method,,,,,,,,,2210
hornalínuaðhvarf,,na,hk,Eintala,,,,,,,,diagonal regression,,,,,,,,,2211
hornalínufylki,,na,hk,Eintala,,,,,,,,diagonal matrix,,,,,,,,,2212
"hornalínugera, hornalínufæra",,sag,,,,,,,,,,diagonalize,,,,,,,,,2213
hornalínugerð,,na,kvk,Eintala,,,,,,,,diagonal form,,,,,,,,,2214
hornalínugerlegur,,ls,kk,Eintala,,,,,,,,diagonalizable,,,,,,,,,2215
hornalínugerningur,,na,kk,Eintala,,,,,,,,diagonalization,,,,,,,,,2216
hornalínugná,,na,kvk,Eintala,,,,,,,,diagonal dominance,,,,,,,,,2217
hornalínugnæfur,,ls,kk,Eintala,,,,,,,,diagonally dominant,,,,,,,,,2218
hornalínureitur,,na,kk,Eintala,,,,,,,,diagonal block,,,,,,,,,2219
"hornalínustak, hornalínustuðull",,na,,Eintala,,,,,,,,"diagonal element, diagonal coefficient",,,,,,,,,2220
hornalínuvörpun,,na,kvk,Eintala,,,,,,,,diagonal map,,,,,,,,,2221
hornalínuþríhyrningur,,na,kk,Eintala,,,,,,,,diagonal triangle,,,,,,,,,2222
hornamál,,na,hk,Eintala,,,,,,,"angular degree, cc, centesimal minute, centesimal second, deg, degree, degree of angle, circular measure, grad, grade, min, min, minute, minute of angle, radian, radian measure, second of angle, sexagesimal degree, sexagesimal minute, sexagesimal second","angle measure, measure of angle",,,,,,,,,2223
"hornamál, hornmál",,na,hk,Eintala,,,,,,,,angular measure,,,,,,,,,2224
hornasumma,,na,kvk,Eintala,,,,,,,,angle sum,,,,,,,,,2225
hornaukasetning,,na,kvk,Eintala,,,,,,,,"argument principle, principle of argument, principle of the argument",,,,,,,,,2226
hornfjarlægð,,na,kvk,Eintala,,,,,,,,"angular distance, angular separation",,,,,,,,,2227
hornhraði,,na,kk,Eintala,,,,,,,,"angular velocity, angular speed",,,,,,,,,2228
hornhröðun,,na,kvk,Eintala,,,,,,,,angular acceleration,,,,,,,,,2229
hornið á milli,,na,hk,Eintala,,{\it A triangle is determined by two sides and the included angle}: þríhyrningur ákvarðast af  tveimur hliðum og horninu á milli þeirra,,,,,,included angle,,,,,,,,,2230
"hornklofamargfeldi, Lie-margfeldi",,na,hk,Eintala,,,,,,,Lie bracket,bracket product,,,,,,,,,2231
"hornklofamargföldun, Lie-margföldun",,na,kvk,Eintala,,,,,,,Lie bracket,bracket operation,,,,,,,,,2232
hornklofi,,na,kk,Eintala,,,,,,,,bracket,,,,,,,,,2233
hornmínúta,,na,kvk,Eintala,,,,,,,minute of arc,minute of angle,,,,,,,,,2234
"hornpunktur, oddpunktur",,na,kk,Eintala,,,,,,,,(of a polygon) vertex,,,,,,,,,2235
hornrækin vörpun,,na,kvk,Eintala,,,,,,,,conformal mapping,,,,,,,,,2236
hornrækinn,,ls,kk,Eintala,,,,,,,,"angle-preserving, conformal, equiangular, isogonal",,,,,,,,,2237
hornrækni,,na,kvk,Eintala,,,,,,,,"conformality, isogonality, preservation of angles",,,,,,,,,2238
hornræknirúmfræði,,na,kvk,Eintala,,,,,,,,conformal geometry,,,,,,,,,2239
"hornrétt liðun, þverstæð liðun, þverliðun",,na,kvk,Eintala,,,,,,,orthogonal series,orthogonal expansion,,,,,,,,,2240
hornrétt ofanvarp,,na,hk,Eintala,,,,,,,,orthogonal projection,,,,,,,,,2241
hornréttur,,ls,kk,Eintala,,,,,,,,rectangular,,,,,,,,,2242
hornsekúnda,,na,kvk,Eintala,,,,,,,second of arc,second of angle,,,,,,,,,2243
hraði,,na,kk,Eintala,,,,,,,velocity,speed,,,,,,,,,2244
hraði,,na,kk,Eintala,,,,,,,speed,velocity,,,,,,,,,2245
"hraðminnkandi, hraðfallandi",,ls,,,,,,,,,,rapidly decreasing,,,,,,,,,2246
hraður,,ls,kk,Eintala,,,,,,,,rapid,,,,,,,,,2247
"hraðvaxandi, hraðstækkandi",,ls,,,,,,,,,,rapidly increasing,,,,,,,,,2248
hreiðraður,,ls,kk,Eintala,,,,,,,,nested,,,,,,,,,2249
hreiðruð bil,,na,hk,Fleirtala,,,,,,,,nested intervals,,,,,,,,,2250
hreiðruð margföldun,,na,kvk,Eintala,,,,,,,,nested multiplication,,,,,,,,,2251
hreiðruð tvískipting,,na,kvk,Eintala,,,,,,,,nested disection,,,,,,,,,2252
hreiður,,na,hk,Eintala,,,,,,,,nest,,,,,,,,,2253
hrein algebra,,na,kvk,Eintala,,,,,,,,abstract algebra,,,,,,,,,2254
hrein rúmfræði,,na,kvk,Eintala,,,,,,,,"pure geometry, synthetic geometry",,,,,,,,,2255
hrein stærðfræði,,na,kvk,Eintala,,,,,,,,"abstract mathematics, pure mathematics",,,,,,,,,2256
"hrein torræð útvíkkun, hrein torræð víkkun",,na,kvk,Eintala,,,,,,,,pure transcendental extension,,,,,,,,,2257
"hreinlega óaðskiljanleg útvíkkun, óaðskiljanleg útvíkkun, hreinlega óaðskiljanleg víkkun, óaðskiljanleg víkkun",,na,kvk,Eintala,,,,,,,,"inseparable extension, purely inseparable extension",,,,,,,,,2258
"hreint lotutugabrot, hreint umferðartugabrot",,na,hk,Eintala,,,,,,,,"pure recurring decimal, purely periodic decimal",,,,,,,,,2259
hreintóna deildajafna,,na,kvk,Eintala,,,,,,,,harmonic differential equation,,,,,,,,,2260
hreintóna hreyfing,,na,kvk,Eintala,,,,,,,,simple harmonic motion,,,,,,,,,2261
hreintóna sveifill,,na,kk,Eintala,,,,,,,,harmonic oscillator,,,,,,,,,2262
"hreintóna sveifla, hrein sveifla",,na,kvk,Eintala,,,,,,,simple harmonic motion,harmonic motion,,,,,,,,,2263
