Hugtök: is,Orðaflokkur: is,Kyn,Tala: is,Skilgreining: is,Skýring: is,Dæmi: is,Samheiti: is,Heimild: is,Sérsvið: is,Vísun/sjá einnig: is,Hugtak: en,Skilgreining: en,Skýring: en,Dæmi: en,Samheiti: en,Heimild: en,Sérsvið: en,Vísun/sjá einnig: en,id
vigursumma,na,kvk,Eintala,,,,,,,,resultant vector,,,,resultant,,,,6124
vigursumma,na,kvk,Eintala,,,,,,,,vectorial sum,,,,,,,,6125
vigursvið,na,hk,Eintala,,,,,,,,vector field,,,,,,,,6126
vigur,na,kk,Eintala,,,,vektor,,,,vector,,,,,,,,6116
vigur-,pref,,,,,,,,,,vectorial,,,,,,,,6115
vik,na,hk,Eintala,,,,,,,,(of a function) variation,,,,,,,,6127
vildarás,na,kk,Eintala,,,,,,,,axis of affinity,,,,,,,,6129
vildarfall,na,hk,Eintala,,,,línufall,,,,affine function,,,,,,,,6130
vildargrúpa,na,kvk,Eintala,,,,,,,,affine group,,,,,,,,6131
vildarhjúpur,na,kk,Eintala,,,,,,,,affine hull,,,,,,,,6132
vildarhnit,na,hk,Fleirtala,,,,samsíða hnit,,,"cartesian coordinates, oblique coordinates",affine coordinates,,,,parallel coordinates,,,,6133
vildarlína,na,kvk,Eintala,,,,,,,,affine line,,,,,,,,6134
vildarlokun,na,,Eintala,,,,vildarhjúpur,,,linear closure,affine closure,,,,,,,,6135
vildarrúm,na,hk,Eintala,,,,,,,,affine space,,,,,,,,6136
vildarrúmfræði,na,kvk,Eintala,,,,,,,,affine geometry,,,,,,,,6137
vildarsamgangur,na,kk,Eintala,,,,,,,connection,affine connection,,,,,,,,6138
vildarslétta,na,kvk,Eintala,,,,,,,,affine plane,,,,,,,,6139
vildarvíðerni,na,hk,Eintala,,,,,,,,affine variety,,,,,,,,6140
vildarvörpun,na,kvk,Eintala,,,,vildarmótun,,,,affine transformation,,,,affinity,,,,6141
vildur,,,,,,,vildar-,,,,affine,,,,,,,,6142
vild samlínumótun,na,kvk,Eintala,,,,,,,,affine collineation,,,,,,,,6128
villa,na,,,,,,mistök,,,,error,,,,mistake,,,,6143
vinatölur,na,kvk,Fleirtala,,,,,,,,amicable numbers,,,,friendly numbers,,,,6144
vindingalaus grúpa,na,kvk,Eintala,,,,vindingslaus grúpa,,,,aperiodic group,,,,"group without torsion, torsion-free group",,,,6145
vindingsfeldi,na,hk,Eintala,,,,,,,,torsion product,,,,,,,,6146
vindingsgeisli,na,kk,Eintala,,,,,,,,radius of torsion,,,,"radius of second curvature, torsion radius",,,,6147
vindingsgrúpa,na,kvk,Eintala,,,,,,,,group of torsion,,,,"periodic group, torsion group",,,,6148
vindingslaus,ls,,,,,,vindingalaus,,,,torsion-free,,,,,,,,6150
vindingsmótull,na,kk,Eintala,,,,,,,,torsion module,,,,,,,,6151
vindingsstak,na,hk,Eintala,,,,,,,,periodic element,,,,torsion element,,,,6152
vindingsþinur,na,kk,Eintala,,,,,,,,torsion tensor,,,,,,,,6153
vindingur,na,kk,Eintala,,,,,,,,second curvature,,,,torsion,,,,6154
vindingur,na,kk,Eintala,,,,,,,,(in algebra) torsion,,,,,,,,6155
vinningsbandalag,na,hk,Eintala,,,,,,,,winning coalition,,,,,,,,6156
vinningsfall,na,hk,Eintala,,,,,,,,payoff function,,,,,,,,6157
vinningsfylki,na,hk,Eintala,,,,,,,,payoff matrix,,,,,,,,6158
vinningur,na,kk,Eintala,,,,,,,,payoff,,,,,,,,6159
vinnsla,na,kvk,Eintala,,,,,,,,processing,,,,,,,,6160
vinstra einingarstak,na,hk,Eintala,,,,,,,,left identity,,,,,,,,6161
vinstra hjámengi,na,hk,Eintala,,,,,,,,left coset,,,,,,,,6162
vinstra íðal,na,hk,Eintala,,,,,,,one-sided ideal,left ideal,,,,,,,,6163
vinstrisnúinn,ls,kk,Eintala,,,,,,,,sinistrorse,,,,,,,,6182
vinstrisnúinn ferill,na,kk,Eintala,,,,,,,,left-handed curve,,,,sinistrorse curve,,,,6183
vinstrisnúin skrúflína,na,kvk,Eintala,,,,,,,,left-handed helix,,,,sinistrorse helix,,,,6181
vinstri aðoki,na,hk,Eintala,,,,,,,right adjoint,left adjoint,,,,adjoint,,,,6674
vinstri afleiða,na,hk,Fleirtala,,,,afleiða frá vinstri,,,,back derivative,,,,"backward derivative, derivative on the left, left derivative, left-hand derivative, left-handed derivative",,,,6675
vinstri andhverfa,na,kvk,Eintala,,,,andhverfa frá vinstri,,,,(of a mapping) left inverse,,,,,,,,6676
vinstri deildanleiki,na,kk,Eintala,,,,"deildanleiki frá vinstri, vinstri diffranleiki, diffranleiki frá vinstri",,,,back differentiability,,,,"backward differentiability, differentiability on the left, left differentiability, left-hand differentiability",,,,6166
vinstri dreifiregla,na,kvk,Eintala,Sjá <ref idTerm=723>dreifiregla</ref>.,,,,,,,left distributive law,,,,,,,,6167
vinstri endapunktur,na,kk,Eintala,,,,,,,,left end point,,,,left extremity,,,,6168
vinstri grennd,na,kvk,Eintala,,,,,,,,neighbourhood on the left,,,,,,,,6169
vinstri handar hnitakerfi,na,hk,Eintala,,,,,,,,left-handed coordinate system,,,,,,,,6170
vinstri hávísir,na,kk,Eintala,,,,,,,,pre-superscript,,,,,,,,6171
vinstri hlið,na,kvk,Eintala,,,,,,,,left-hand side,,,,left side,,,,6172
vinstri hlutleysa,na,hk,Fleirtala,,,,hlutleysa frá vinstri,,,,left neutral element,,,,left identity,,,,6677
vinstri hornklofi,na,kk,Eintala,,,,,,,,left bracket,,,,,,,,6173
vinstri lágvísir,na,kk,Eintala,,,,,,,,pre-subscript,,,,,,,,6174
vinstri mótull,na,kk,Eintala,,,,,,,,left module,,,,,,,,6175
vinstri oddklofi,na,kk,Eintala,,,,,,,pointed bracket,left pointed bracket,,,,,,,,6176
vinstri oddsvigi,na,kk,Eintala,,,,,,,,left brace,,,,left curly bracket,,,,6177
vinstri samsemdarmótun,na,kvk,Eintala,,,,,,,,left identity,,,,,,,,6178
vinstri svigi,na,kk,Eintala,,,,,,,,left parenthesis,,,,,,,,6179
vinstri umhverfa,na,hk,Eintala,,,,"umhverfa frá vinstri, vinstri andhverfa, andhverfa frá vinstri",,,,(with respect to an operation) left inverse,,,,,,,,6180
virðing,na,kvk,Eintala,,,,,,,"absolute value, Archimedean valuation, non-archimedean valuation",valuation,,,,,,,,6184
virðingarbaugur,na,kk,Eintala,,,,,,,,valuation ring,,,,,,,,6185
virðingarfræði,na,kvk,Eintala,,,,,,,,valuation theory,,,,,,,,6186
virðingargrannmynstur,na,hk,Eintala,,,,,,,,valuation topology,,,,,,,,6187
virki,na,kk,Eintala,,,,,,,,operator,,,,,,,,6188
virkjagildur,ls,kk,Eintala,,,,,,,,operator-valued,,,,,,,,6189
virkjajafna,na,kvk,Eintala,,,,,,,,operator equation,,,,,,,,6190
virkjareikningur,na,kk,Eintala,,,,,,,,operational calculus,,,,operator calculus,,,,6191
virkjastaðall,na,kk,Eintala,,,,,,,,operator norm,,,,,,,,6192
virkni,na,kvk,Eintala,,,,,,,,action,,,,,,,,6193
virkt hliðarskilyrði,na,hk,Eintala,,,,,,,constraint,active constraint,,,,,,,,6194
virkt mengi,na,hk,Eintala,,,,,,,,active set,,,,,,,,6195
virkt stak,na,hk,Eintala,,,,,,,,active element,,,,,,,,6196
vissa,na,kvk,Eintala,,,,fullvissa,,,,certainty,,,,,,,,6215
viss atburður,na,kk,Eintala,,,,öruggur atburður,,,,certain event,,,,certainty,,,,6213
viss,ls,kk,Eintala,,,,öruggur,,,,certain,,,,,,,,6214
víddarfræði,na,kvk,Eintala,,,,,,,,dimension theory,,,,,,,,6088
vídd,na,kvk,Eintala,,,,stétt,,,,(of a free module) rank,,,,,,,,6085
vídd,na,,Eintala,,,,stig,,,dimension,(of a linear representation) degree,,,,,,,,6086
vídd,na,kvk,Eintala,,,,"víddartala, rúmvídd",,,"degree, dim",dimension,,,,dimensionality,,,,6087
víðátta,na,kvk,Eintala,,,,,,,"algebraic manifold, analytic manifold, closed manifold, compact manifold, complex analytic manifold, complex manifold, differentiable manifold, real analytic manifold, smooth manifold, topological manifold, surface, variety",manifold,,,,,,,,6076
víðátta án jaðars,na,kvk,Eintala,,,,,,,,manifold without boundary,,,,,,,,6077
víðátta með jaðri,na,kvk,Eintala,,,,,,,"bounded, bounding manifold",manifold with boundary,,,,,,,,6078
víðerni,na,hk,Eintala,,,,,,,"algebraic variety, analytic variety, manifold",variety,,,,,,,,6089
víðfeðmt sterkasta próf,na,hk,Eintala,,,,,,,,uniformly most powerful test,,,,U. M. P. test,,,,6096
víðfeðmt útgildi,na,hk,Eintala,,,,,,,,extremum in the large,,,,global extremum,,,,6097
víðfeðmur,ls,kk,Eintala,,,,,,,,global,,,,,,,,6098
víðfeðmur hágildispunktur,na,kk,Eintala,,,,,,,,global maximum point,,,,,,,,6099
víðfeðmur lággildispunktur,na,kk,Eintala,,,,,,,,global minimum point,,,,,,,,6100
víðfeðmur útgildispunktur,na,kk,Eintala,,,,,,,,global extremum point,,,,,,,,6101
víðfeðm einstikun,na,kvk,Eintala,,,,,,,,global uniformization,,,,,,,,6093
víðfeðm greining,na,kvk,Eintala,,,,víðgreining,,,,global analysis,,,,,,,,6094
víðfeðm tilvist,na,kvk,Eintala,,,,,,,,global existence,,,,,,,,6095
víðgildi,na,hk,Eintala,,,,,,,,generality,,,,,,,,6102
víðtækur,ls,kk,Eintala,,,,"almennur, víður",,,"general theory of relativity, general linear group",general,,,,,,,,6106
vísajafna,na,kvk,Eintala,,,,veldisvísajafna,,,,indicial equation,,,,,,,,6197
vísalækkun,na,kvk,Eintala,,,,,,,,lowering of indices,,,,,,,,6198
vísamengi,na,hk,Eintala,,,,"vísitölumengi, skilgreiningarmengi",,,argument domain,index set,,,,indexing set,,,,6199
vísasetja,sag,,,,,,,,,,index,,,,,,,,6200
vísasetning,na,kvk,Eintala,,,,,,,,indexing,,,,,,,,6201
vísasettur,ls,kk,Eintala,,,,,,,,indexed,,,,,,,,6202
vísir,na,,Eintala,,,,vísitala,,,,index,,,,,,,,6203
vísisfallaröð,na,kvk,Eintala,,,,,,,,exponential series,,,,,,,,6205
vísissetning,na,kvk,Eintala,,,,,,,,index theorem,,,,,,,,6206
vísisvirðing,na,kvk,Eintala,,,,,,,"non-archimedean valuation, ultrametric valuation",additive valuation,,,,exponential valuation,,,,6207
vísis-,pref,,,,,,,,,,exponential,,,,,,,,6204
vísitala,na,kvk,Eintala,,,,,,,,(of a fixed point) index,,,,,,,,6208
vísitala,na,kvk,Eintala,,,,,,,,(of a matrix) index,,,,,,,,6209
vísitala,na,kvk,Eintala,,,,,,,,(of a subgroup) index,,,,,,,,6210
vísitala,na,kvk,Eintala,,,,,,,,(of a vector field) index,,,,,,,,6211
vísitala,na,kvk,Eintala,,,,,,,,(of an elliptic operator) index,,,,,,,,6212
vítahringur,na,,Eintala,,,,hringrök,,,,circular argument,,,,vicious circle,,,,6216
víxill,na,kk,Eintala,,,,,,,,commutator,,,,,,,,6218
víxla,sag,,,,,,,,,,commute,,,,,,,,6219
víxlagrúpa,na,kvk,Eintala,,,,afleidd grúpa,,,,commutant,,,,"commutator group, commutator subgroup, derived group",,,,6220
víxlanlegur,ls,kk,Eintala,,,,,,,,commuting,,,,"interchangeable, permutable",,,,6221
víxlast,sag,,,,,,vera víxlanlegur,,,,commute,,,,,,,,6222
víxlbaugur,na,kk,Eintala,,,,víxlinn baugur,,,,commutative ring,,,,,,,,6223
víxlhorn,na,hk,Eintala,,,,,,,,alternate angles,,,,,,,,6224
víxlið örvarit,na,hk,Eintala,,,,,,,,commutative diagram,,,,,,,,6225
víxlimengi,na,,Eintala,,,,víxlialgebra,,,,commutant,,,,,,,,6226
víxlinn,ls,kk,Eintala,<ref idTerm=5702>Reikniaðgerð</ref> \(\odot\) kallast \textit{víxlin} ef hún fullnægir <ref idTerm=6233>víxlreglunni</ref>.,,,,,,,commutative,,,,commuting,,,,6228
víxlin aðgerð,na,kvk,Eintala,,,,víxlin reikniaðgerð,,,,commutative operation,,,,,,,,6227
víxlmerkjamengi,na,hk,Eintala,,,,,,,,alternating set,,,,,,,,6229
víxlmerkjaröð,na,kvk,Eintala,,,,,,,,alternating series,,,,,,,,6230
víxlmerkjasumma,na,kvk,Eintala,,,,,,,,alternating sum,,,,,,,,6231
víxlni,na,kvk,Eintala,,,,,,,,commutativity,,,,,,,,6232
víxlregla,na,kvk,Eintala,"<ref idTerm=5702>Tvístæð reikniaðgerð</ref> \(\odot : X \times X \to X\) á <ref idTerm=3270>mengi</ref> \(X\) er sögð fullnægja \textit{víxlreglunni} ef fyrir sérhver <ref idTerm=5128>stök</ref> \(x,y \in X\) gildir að \(x \odot y = y \odot x\).","Dæmi um víxlna reikniaðgerð er <ref idTerm=3141>margföldun</ref> <ref idTerm=4093>rauntalna</ref> en um öll \(x,y \in \mathbb{R}\) gildir \(xy=yx\).",,,,,,commutative law,,,,commutation law,,,,6233
víxlstefnuaðferð,na,kvk,Eintala,,,,,,,,alternating direction method,,,,,,,,6234
víxlunarjafna,na,kvk,Eintala,,,,,,,,commutation relation,,,,,,,,6235
vogarskálaaðferð,na,kvk,Eintala,,,,,,,,scales method,,,,,,,,6236
vægi,na,hk,Eintala,,,,,,,,moment,,,,,,,,5938
vægi,na,hk,Eintala,,,,,,,,weight,,,,,,,,5939
vægisfall,na,hk,Eintala,,,,,,,,weight function,,,,,,,,5941
vægisframleiðandi fall,na,hk,Eintala,,,,,,,,moment generating function,,,,,,,,5942
vægisstuðull,na,kk,Eintala,,,,,,,,weight factor,,,,,,,,5943
vægisverkefni,na,hk,Eintala,,,,,,,,moment problem,,,,,,,,5944
vægi um meðalgildi,na,hk,Eintala,,,,,,,,central moment,,,,,,,,5940
vægjaaðferð,na,kvk,Eintala,,,,,,,,method of moments,,,,moments method,,,,5945
vægjafylki,na,hk,Eintala,,,,,,,,moment matrix,,,,,,,,5946
vægjahlutfall,na,hk,Eintala,,,,,,,,moment ratio,,,,,,,,5947
væntanlegt gildi,na,hk,Eintala,,,,"væntigildi, meðalgildi",,,,expectation,,,,"expectancy, expectation value, expected value, mathematical expectation, mean, mean value",,,,5948
vökvaaflfræði,na,kvk,Eintala,,,,straumfræði,,,,hydrodynamics,,,,,,,,6237
vökvastöðufræði,na,kvk,Eintala,,,,kyrrðarfræði,,,,hydrostatics,,,,,,,,6238
vöndur af hringum,na,,Eintala,,,,"hringavöndur, hneppi af hringum, hringahneppi",,,,pencil of circles,,,,,,,,6239
vöndur af línum,na,,Eintala,,,,"línuvöndur, hneppi af línum, línuhneppi",,,,pencil of lines,,,,,,,,6240
vöndur af samsíða línum,na,,Eintala,,,,"samsíðuvöndur, hneppi af samsíða línum, samsíðuhneppi",,,,pencil of parallel lines,,,,,,,,6241
vöndur af sléttum,na,,Eintala,,,,"sléttuvöndur, hneppi af sléttum, sléttuhneppi",,,"bundle of planes, sheaf of planes",pencil of planes,,,,,,,,6242
vöndur,na,,Eintala,,,,hneppi,,,bundle,pencil,,,,,,,,6243
vörpunarkeila,na,kvk,Eintala,,,,,,,,mapping cone,,,,,,,,6244
vörpunarsetning Riemanns,na,kvk,Eintala,,,,,,,,Riemann mapping theorem,,,,,,,,6245
vörpunarsívalningur,na,kk,Eintala,,,,,,,,mapping cylinder,,,,,,,,6246
vörpunarstig,na,hk,Eintala,,,,,,,,Brouwer degree,,,,degree of mapping,,,,6247
vörpun,na,kvk,Eintala,,,,"færsla, myndun, ummyndun",,,"correspondence, function, functional, many-valued mapping, morphism, operator, single-valued mapping",mapping,,,,"map, transformation",,,,6678
vöxtur,na,kk,Eintala,,,,,,,,growth,,,,,,,,6248
x-ás,na,kk,Eintala,Sjá <ref idTerm=6595>kartesk slétta</ref>.,,,,,,,x-axis,,,,,,,,6252
yfirákvarðaður,ls,kk,Eintala,,,,ofákvarðaður,,,,over-determined,,,,,,,,6254
yfirbaugur,na,kk,Eintala,,,,,,,"extension, ring extension",extension ring,,,,overring,,,,6255
yfirborð,na,hk,Eintala,,,,,,,,surface,,,,,,,,6256
yfirbreyta,na,kvk,Eintala,,,,,,,syntactic variable,metavariable,,,,,,,,6257
yfirfall,na,hk,Eintala,,,,,,,,majorant function,,,,majorant,,,,6679
yfirferðarpunktur,na,kk,Eintala,,,,,,,,overcrossing,,,,,,,,6258
yfirgnæfa,sag,,,,,,,,,majorize,dominate,,,,,,,,6259
yfirgnæfa,sag,,,,,,,,,dominate,majorize,,,,,,,,6260
yfirgnæfð röð,na,kvk,Eintala,,,,,,,,dominated series,,,,majorized series,,,,6261
yfirgnæfð samleitni,na,kvk,Eintala,,,,,,,,dominated convergence,,,,,,,,6262
yfirgripsregla,na,kvk,Eintala,,,,,,,,axiom of comprehension,,,,"axiom of abstraction, comprehension principle",,,,6263
yfirhjólferill,na,kk,Eintala,,,,,,,,hypercycloid,,,,,,,,6264
yfirhornalína,na,kvk,Eintala,,,,,,,,superdiagonal,,,,,,,,6265
yfirkenning,na,kvk,Eintala,,,,,,,,metatheory,,,,,,,,6266
yfirliður,na,kk,Eintala,,,,,,,,major term,,,,,,,,6267
yfirmál,na,hk,Eintala,,,,yfirtungumál,,,,metalanguage,,,,,,,,6268
yfirmengi,na,hk,Eintala,,,,,,,,including set,,,,,,,,6269
yfirmetanlegur,ls,kk,Eintala,,,,,,,,majorizable,,,,,,,,6270
yfirmótull,na,kk,Eintala,,,,,,,,overmodule,,,,,,,,6271
yfirráðasvæði,na,hk,Eintala,,,,,,,,(of a quantifier) scope,,,,,,,,6272
yfirrásuð grúpa,na,kvk,Eintala,,,,,,,,metacyclic group,,,,,,,,6273
yfirregla,na,kvk,Eintala,,,,,,,,metarule,,,,,,,,6274
yfirröð,na,kvk,Eintala,,,,,,,,majorant series,,,,majorant,,,,6680
yfirsetning,na,kvk,Eintala,,,,,,,,metatheorem,,,,,,,,6275
yfirsetning,na,kvk,Eintala,,,,yfirforsenda,,,,major premise,,,,,,,,6276
yfirsporger,ls,,,,,,,,,,hyperelliptic,,,,,,,,6277
yfirstak,na,,Eintala,Fyrir <ref idTerm=4093>rauntalna</ref><ref idTerm=3270>mengi</ref> \(A\) kallast rauntalan \(U\) \textit{yfirtala} mengisins \(A\) ef fyrir öll \(x \in A\) gildir að \(x \leq U\).,"Almennt getur <ref idTerm=4009>hlutraðað mengi</ref> hugsanlega átt sér \textit{yfirstak}. Slíkt <ref idTerm=5128>stak</ref> þarf hins vegar ekki endilega að vera til, sem dæmi á mengi rauntalna \(\mathbb{R}\) sér ekkert yfirstak.",,"yfirskorða, yfirtala",,,,majorant,,,,"right bound, upper bound",,,,6280
yfirstrik,na,hk,Eintala,,,,,,,,bar,,,,"overbar, overline, vinculum",,,,6281
yfirstærðfræði,na,kvk,Eintala,,,,,,,,metamathematics,,,,,,,,6278
yfirstærðfræðilegur,ls,kk,Eintala,,,,,,,,metamathematical,,,,,,,,6279
yfirsumma,na,kvk,Eintala,,,,,,,,upper sum,,,,,,,,6282
yfirsvið,na,hk,Eintala,,,,,,,"extension, field extension",extension field,,,,overfield,,,,6283
yfirviðbætinn,ls,,,,,,yfirsamleggjandi,,,,superadditive,,,,,,,,6284
yfirvíxlin grúpa,na,kvk,Eintala,,,,,,,,metabelian group,,,,,,,,6285
yfirþýður,ls,kk,Eintala,,,,,,,,superharmonic,,,,,,,,6286
yrðingabreyta,na,kvk,Eintala,,,,fullyrðingabreyta,,,,propositional variable,,,,sentential variable,,,,6287
yrðingafall,na,hk,Eintala,,,,,,,predicate,propositional function,,,,"sentential function, statement function",,,,6288
yrðingamót,na,hk,Eintala,,,,,,,form,propositional form,,,,,,,,6289
yrðingareikningur,na,kk,Eintala,,,,fullyrðingareikningur,,,propositional logic,propositional calculus,,,,sentential calculus,,,,6290
yrðingarökfræði,na,kvk,Eintala,,,,fullyrðingarökfræði,,,propositional calculus,logic of propositions,,,,"propositional logic, sentential logic",,,,6291
ytra deildaform,na,hk,Eintala,,,,"ytra diffurform, deildaform, diffurform",,,,alternating differential form,,,,"exterior differential form, differential form",,,,6292
ytra deildi,na,hk,Eintala,,,,ytra diffur,,,,exterior differential,,,,,,,,6293
ytra flatarmál,na,hk,Eintala,,,,,,,,outer area,,,,,,,,6294
ytra horn,na,hk,Eintala,<ref idTerm=1677>Grannhorn</ref> tiltekins <ref idTerm=2198>horns</ref> í <ref idTerm=3161>marghyrningi</ref>. Horn marghyrningsins kallast þá \textit{innri horn},Á eftirfarandi mynd er \(\angle DBC\) ytra horn við <ref idTerm=6438>þríhyrninginn</ref> \(ABC\) því það er grannhorn \(\angle CBA\):\n\n\begin{center}\n\includegraphics[width=150px]{myndir/ytrahorn.png}\n\end{center} \n\nHornin \(\angle BAC\) og \(\angle ACB\) kallast jafnframt \textit{fjarlæg innri horn} við ytra hornið \(\angle DBC\).,,utanvert horn,,,,(of a polygon) exterior angle,,,,external angle,,,,6295
ytra horn,na,hk,Eintala,,,,utanvert horn,,,,(of angles made by a transversal) exterior angle,,,,,,,,6296
ytra innihald,na,hk,Eintala,,,,ytra Jordan-innihald,,,,exterior content,,,,"exterior Jordan content, outer content, outer Jordan content",,,,6297
ytra mál,na,hk,Eintala,,,,utanmál,,,,exterior measure,,,,"outer measure, upper measure",,,,6298
ytra mál,na,hk,Eintala,,,,utanmál,,,,outer volume,,,,,,,,6299
ytra meðalfervik,na,,Eintala,,,,ytri dreifni,,,within-class variance,between-class variance,,,,"between-group variance, external variance, interclass variance",,,,6300
ytra veldi,na,hk,Eintala,,,,,,,,exterior power,,,,,,,,6301
ytri aðgerð,na,kvk,Eintala,,,,ytri reikniaðgerð,,,"action, operation, operation",external composition,,,,"external composition law, external law of composition, external operation",,,,6302
ytri afleiða,na,kvk,Eintala,,,,,,,,exterior derivative,,,,,,,,6303
ytri algebra,na,kvk,Eintala,,,,Grassmann-algebra,,,,exterior algebra,,,,Grassmann algebra,,,,6304
ytri einslögunarmiðja,na,kvk,Eintala,,,,,,,,exterior centre of similitude,,,,,,,,6305
ytri fylgni,na,kvk,Eintala,,,,,,,within-class correlation,between-class correlation,,,,"between-group correlation, external correlation, interclass correlation",,,,6306
ytri gagnstæð horn,na,hk,Fleirtala,,,,utanverð gagnstæð horn,,,,exterior opposite angles,,,,,,,,6307
ytri helmingalína,na,kvk,Eintala,,,,,,,,exterior bisector,,,,,,,,6308
ytri margföldun,na,kvk,Eintala,,,,,,,,exterior multiplication,,,,,,,,6309
ytri punktur,na,kk,Eintala,,,,,,,,exterior point,,,,,,,,6310
ytri sjálfmótun,na,kvk,Eintala,,,,,,,,outer automorphism,,,,,,,,6311
ytri,ls,,,,,,utanverður,,,,exterior,,,,,,,,6312
y-ás,na,kk,Eintala,Sjá <ref idTerm=6595>kartesk slétta</ref>.,,,,,,,y-axis,,,,,,,,6253
þak,na,hk,Eintala,,,,,,,,(the symbol \^) hat,,,,roof,,,,6323
þakning,na,kvk,Eintala,,,,,,,,covering,,,,cover,,,,6324
þáttabaugur,na,kk,Eintala,,,,,,,,factorial ring,,,,"unique factorization domain, unique factorization ring",,,,6325
þáttagreining,na,kvk,Eintala,,,,,,,,component analysis,,,,factor analysis,,,,6326
þáttalíkan,na,hk,Eintala,,,,,,,,factorial model,,,,factor model,,,,6327
þáttatilraun,na,kvk,Eintala,,,,,,,,factorial experiment,,,,,,,,6328
þáttun,na,kvk,Eintala,,,,,,,"decomposition, prime decomposition, prime factorization",factorization,,,,"factoring, factorizing",,,,6330
þáttun,na,,Eintala,,,,"klofningur, sundurliðun, skipting",,,,decomposition,,,,,,,,6331
þáttur,na,kk,Eintala,,,,,,,,(of a product) component,,,,,,,,6332
þáttur,na,kk,Eintala,,,,,,,,factor,,,,,,,,6333
þekjufærsla,na,kvk,Eintala,,,,,,,,covering transformation,,,,deck transformation,,,,6334
þekjugrúpa,na,kvk,Eintala,,,,,,,,covering group,,,,,,,,6335
þekjurúm,na,hk,Eintala,,,,,,,,covering space,,,,,,,,6336
þekjuvídd,na,kvk,Eintala,,,,,,,,covering dimension,,,,,,,,6337
þekjuvörpun,na,kvk,Eintala,,,,,,,,covering map,,,,covering,,,,6681
þetafall,na,hk,Eintala,,,,,,,,theta function,,,,,,,,6338
þéttast,sag,,,,,,,,,,accumulate,,,,,,,,6339
þéttibil,na,hk,Eintala,,,,,,,,concentration interval,,,,,,,,6340
þéttipunktur,na,kk,Eintala,,,,,,,"cluster point, limit point",accumulation point,,,,point of accumulation,,,,6341
þéttipunktur,na,kk,Eintala,,,,,,,"accumulation point, limit point",cluster point,,,,,,,,6342
þéttipunktur,na,kk,Eintala,,,,,,,,limit point,,,,,,,,6343
þéttisporbaugur,na,kk,Eintala,,,,,,,,concentration ellipse,,,,,,,,6344
þéttleikafall,na,hk,Eintala,,,,"líkindaþéttleikafall, dreifingarþéttleikafall",,,relative frequency function,density function,,,,"distribution density function, probability density function, probability function",,,,6345
þéttleiki,na,kk,Eintala,,,,,,,packing density,(general) density,,,,,,,,6346
þéttraðað mengi,na,hk,Eintala,,,,,,,,densely ordered set,,,,,,,,6347
þéttskipaður,ls,kk,Eintala,,,,,,,,(of a matrix) dense,,,,,,,,6348
þéttteljanlegt firðrúm,na,hk,Eintala,,,,,,,,separable metric space,,,,,,,,6349
