Hugtök: is,Val: is,Orðaflokkur: is,Kyn,Tala: is,Skilgreining: is,Skýring: is,Dæmi: is,Samheiti: is,Heimild: is,Sérsvið: is,Vísun/sjá einnig: is,Hugtak: en,Val: en,Skilgreining: en,Skýring: en,Dæmi: en,Samheiti: en,Heimild: en,Sérsvið: en,Vísun/sjá einnig: en,id
samsett tilgáta,0,na,kvk,Eintala,,,,,,,,composite hypothesis,0,,,,,,,,4502
samsett þríliða,0,na,kvk,Eintala,,,,,,,,"chain method, compound rule of three",0,,,,,,,,4503
samsíða leggur,0,na,kk,Eintala,,,,,,,multiple edge,(in a graph) parallel edge,0,,,,,,,,4506
samsíða lína,0,na,kvk,Eintala,,,,,,,,parallel line,0,,,,,,,,4507
samsíða ofanvarp,0,na,hk,Eintala,,,,,,,,parallel projection,0,,,,,,,,4508
"samsíða, samhliða",0,ls,,,,,,,,,,parallel,0,,,,,,,,4509
"samsíðufrumsenda, samsíðufrumsetning, frumsetning um samsíða línur, frumsenda um samsíða línur",0,na,kvk,Eintala,,,,,,,,"axiom of parallels, parallel postulate",0,,,,,,,,4510
samsíðuhorn,0,na,hk,Eintala,,,,,,,,"angle of parallelism, parallel angle",0,,,,,,,,4511
samsíðungsjafna,0,na,kvk,Eintala,,,,,,,,parallelogram identity,0,,,,,,,,4512
samsíðungsregla,0,na,kvk,Eintala,,,,,,,,parallelogram law,0,,,,,,,,4513
samsíðungur,0,na,kk,Eintala,<ref idTerm=1127>Ferhyrningur</ref> þar sem sérhver <ref idTerm=2048>hlið</ref> er <ref idTerm=4509>samsíða</ref> <ref idTerm=3396>mótlægri hlið</ref> sinni.,Eftirfarandi er mynd af samsíðungi:\n\n\begin{center}\n\includegraphics[width=150px]{myndir/samsidungur.png}\n\end{center},,,,,,parallelogram,0,,,,,,,,4514
samsíðuskipan,0,na,hk,Eintala,,,,,,,,(in elementary geometry) parallelism,0,,,,,,,,4515
samskeytanlegur,0,ls,kk,Eintala,,,,,,,,composable,0,,,,,,,,4516
samskeyting,0,na,kvk,Eintala,,,,,,,"composite function, composite mapping",composite,0,,,,,,,,4517
samskeyting,0,na,kvk,Eintala,Fyrir <ref idTerm=3282>varpanir</ref> \(f: X \to Y\) og \(g: Y \to Z\) kallast vörpunin \(g \circ f: X \to Z\) sem skilgreind er með forskriftinni \((g \circ f)(x) = g(f(x))\) \textit{samskeyting} varpananna \(f\) og \(g\).,<ref idTerm=6050>Venn-myndin</ref> að neðan sýnir varpanir \(f: X \to Y\) og \(g: Y \to Z\) og samskeytingu þeirra \(g \circ f: X \to Z\):\n\n\begin{center}\n\includegraphics[width=150px]{myndir/samskeyting.png}\n\end{center},,,,,,composition,0,,,,,,,,4518
samskeyttur,0,ls,kk,Eintala,,,,,,,,composite,0,,,,,,,,4521
samskeytt fall,0,na,hk,Eintala,,,,,,,composite,composite function,0,,,,,,,,4519
samskeytt vörpun,0,na,kvk,Eintala,,,,,,,composite,composite mapping,0,,,,,,,,4520
samskrepping,0,na,kvk,Eintala,,,,,,,,shrinking,0,,,,,,,,4522
"samslétta, í sömu sléttu",0,ls,,,,,,,,,,coplanar,0,,,,,,,,4523
samslyngir,0,na,kk,Eintala,,,,,,,,intertwiner,0,,,,,,,,4524
"samslyngja, samhlekkja, hlekkja saman",0,sag,,,,,,,,,,"interlace, intertwine",0,,,,,,,,4525
samsniðafrumsenda,0,na,kvk,Eintala,,,,,,,,"axiom of congruence, congruence axiom",0,,,,,,,,4530
